item_name,item_brand,item_quantity,return_quantity,return_rate
thermos flask,Prism,1,1.0,1.0
sweatshirt,Dockers,1,1.0,1.0
sandals,Aeropostale,1,1.0,1.0
cardigan,Pierre Cardin,1,1.0,1.0
wellies,Benetton,1,1.0,1.0
hiking shoes,Vans,1,1.0,1.0
polo shirt,Columbia,1,1.0,1.0
sneakers,Camper,1,1.0,1.0
boots,Ugg,1,1.0,1.0
shorts,Quiksilver,1,1.0,1.0
toner,Lancome,2,2.0,1.0
wristband,Swarovski,1,1.0,1.0
polo shirt,Nautica,1,1.0,1.0
shorts,Levis,2,2.0,1.0
tote bag,Tommy Hilfiger,1,1.0,1.0
t-shirt,U.S. Polo Assn.,1,1.0,1.0
sports bra,Kappa,1,1.0,1.0
laptop bag,Calvin Klein,1,1.0,1.0
clutch,U.S. Polo Assn.,1,1.0,1.0
dress,Lee Cooper,1,1.0,1.0
socks,Kappa,3,3.0,1.0
man in black men perfume set (100ml edp + 15 ml edp),Bvlgari,1,1.0,1.0
libre edt 90 ml women perfume,Yves Saint Laurent,1,1.0,1.0
wallet,Levis,1,1.0,1.0
card sleeve,George Hogg,1,1.0,1.0
jacket,Columbia,1,1.0,1.0
perfume,Dior,1,1.0,1.0
dress,Wrangler,1,1.0,1.0
cologne,Pierre Cardin,1,1.0,1.0
hat,The North Face,1,1.0,1.0
hobo bag,Love Moschino,1,1.0,1.0
coat,Puma,1,1.0,1.0
food container,Zwilling,2,2.0,1.0
vest,Prism,1,1.0,1.0
sunglasses,Ray-Ban,1,1.0,1.0
swim shorts,Lee,1,1.0,1.0
shirt,Calvin Klein,1,1.0,1.0
briefs,Tommy Hilfiger,1,1.0,1.0
swim shorts,Aeropostale,1,1.0,1.0
running shoes,New Balance,1,1.0,1.0
sneakers,Calvin Klein,2,2.0,1.0
noir extreme all over spray 150 ml unisex perfume,Tom Ford,2,2.0,1.0
clutch,Prism,3,3.0,1.0
sweatshirt,Lee Cooper,2,2.0,1.0
tank top,adidas,1,1.0,1.0
watch,Pierre Cardin,1,1.0,1.0
outdoor boot,The North Face,1,1.0,1.0
jumpsuit,Aeropostale,2,2.0,1.0
vest,Wrangler,1,1.0,1.0
trousers,Tommy Jeans,1,1.0,1.0
stationary items,Prism,1,1.0,1.0
socks,Benetton,1,1.0,1.0
suitcase,Nautica,1,1.0,1.0
scarf,National Geographic,2,2.0,1.0
coat,National Geographic,1,1.0,1.0
shirt,Levis,2,2.0,1.0
outdoor shoes,Under Armour,1,1.0,1.0
wallet,Fossil,1,1.0,1.0
windbreaker,Columbia,1,1.0,1.0
sweatshirt,Columbia,2,2.0,1.0
perfume,Givenchy,2,2.0,1.0
suitcase,National Geographic,1,1.0,1.0
sandals,Prism,3,3.0,1.0
puffer vest,Lee Cooper,1,1.0,1.0
scarf,Divarese,1,1.0,1.0
joggers,Wrangler,1,1.0,1.0
deodorant,Bvlgari,1,1.0,1.0
sneakers,Love Moschino,2,2.0,1.0
cardigan,Benetton,1,1.0,1.0
brow liner,Bobbi Brown,4,4.0,1.0
vest,Skechers,1,1.0,1.0
t-shirt,National Geographic,1,1.0,1.0
wrist bag,National Geographic,1,1.0,1.0
boots,Pierre Cardin,1,1.0,1.0
heeled shoes,Pierre Cardin,1,1.0,1.0
espadrille,Aeropostale,1,1.0,1.0
shorts,Benetton,1,1.0,1.0
leggings,Prism,3,3.0,1.0
jumper,Jack & Jones,1,1.0,1.0
duffle bag,Under Armour,1,1.0,1.0
makeup set,Lancome,4,4.0,1.0
boots,Prism,8,8.0,1.0
leggings,U.S. Polo Assn.,2,2.0,1.0
trousers,George Hogg,2,2.0,1.0
joggers,Converse,1,1.0,1.0
dylan blue edt 100 ml + 75 ml deostick + edt 10 ml,Versace,1,1.0,1.0
polo shirt,Nike,1,1.0,1.0
hat,Jack Wolfskin,1,1.0,1.0
baby bedding,Nike,2,2.0,1.0
beanie,Prism,2,2.0,1.0
backpack,Divarese,1,1.0,1.0
jacket,Lee,1,1.0,1.0
jumper,Pierre Cardin,3,3.0,1.0
hoodie,The North Face,1,1.0,1.0
sneakers,Caterpillar,1,1.0,1.0
scarf,National Geographic,1,1.0,1.0
tank top,Prism,1,1.0,1.0
backpack,Fossil,1,1.0,1.0
bikini,Aeropostale,1,1.0,1.0
wallet,Prism,2,2.0,1.0
sunscreen,Lancaster,1,1.0,1.0
t-shirt,Lee Cooper,2,2.0,1.0
face cream,Clinique,1,1.0,1.0
homme sport edt 75 ml men perfume,Dior,1,1.0,1.0
boots,Caterpillar,2,2.0,1.0
moisturiser,Estee Lauder,2,2.0,1.0
frame,Prism,2,2.0,1.0
mug,Prism,4,4.0,1.0
dress shoes,George Hogg,1,1.0,1.0
hat,Levis,2,2.0,1.0
jumpsuit,Prism,2,2.0,1.0
shoulder bag,Gap,1,1.0,1.0
duvet cover set,Prism,5,5.0,1.0
boxers,U.S. Polo Assn.,3,3.0,1.0
boot,U.S. Polo Assn.,1,1.0,1.0
airfryer,Philips,1,1.0,1.0
sleeveless,Pierre Cardin,2,2.0,1.0
espresso machine,Delonghi,1,1.0,1.0
jacket,Desigual,1,1.0,1.0
keyring,Swarovski,1,1.0,1.0
sweatshirt,National Geographic,3,3.0,1.0
trousers,Lee Cooper,1,1.0,1.0
jacket,Kappa,1,1.0,1.0
flip flops,Havaianas,1,1.0,1.0
bra,Tommy Hilfiger,1,1.0,1.0
wallet,Guess,1,1.0,1.0
wrist bag,Under Armour,1,1.0,1.0
socks,Kappa,1,1.0,1.0
snow bootss,National Geographic,1,1.0,1.0
flipflops,National Geographic,1,1.0,1.0
t-shirt,Lee Cooper,4,4.0,1.0
lipstick,Clarins,1,1.0,1.0
code edp perfume 60 ml,Armani,1,1.0,1.0
tank top,Reebok,2,2.0,1.0
t-shirt,Nike,3,3.0,1.0
cross body bag,Versace Jeans,1,1.0,1.0
suitcase,Levis,1,1.0,1.0
food container,Prism,1,1.0,1.0
makeup premier,Bobbi Brown,2,2.0,1.0
sleeveless,Asics,1,1.0,1.0
joggers,U.S. Polo Assn.,2,2.0,1.0
t-shirt,Nike,1,1.0,1.0
boots,Pierre Cardin,2,2.0,1.0
sweatshirt,Tommy Jeans,1,1.0,1.0
jumper,Wrangler,1,1.0,1.0
leggings,Skechers,1,1.0,1.0
body lotion,Lancaster,1,1.0,1.0
training shoes,Puma,1,1.0,1.0
perfume,Lacoste,1,1.0,1.0
jeans,Benetton,1,1.0,1.0
backpack,Reebok,1,1.0,1.0
t-shirt,Nautica,1,1.0,1.0
powder,Pierre Cardin,1,1.0,1.0
slippers,Levis,1,1.0,1.0
snow bootss,Tommy Hilfiger,1,1.0,1.0
wellies,Havaianas,1,1.0,1.0
puffer coat,Aeropostale,1,1.0,1.0
eros 200 ml perfume,Versace,1,1.0,1.0
chloé signature women perfume set (edp 75 ml+bl100+5 ml),Chloe,1,1.0,1.0
shorts,Columbia,1,1.0,1.0
bvlgarı man terrae essence men perfume set (100ml edp + 15ml edp),Bvlgari,2,2.0,1.0
hand cream,Pierre Cardin,1,1.0,1.0
gym towel,adidas,1,1.0,1.0
stationary items,Prism,12,12.0,1.0
toaster,Philips,1,1.0,1.0
lip pencil,Shiseido,1,1.0,1.0
dress,adidas,1,1.0,1.0
outdoor shoes,Skechers,1,1.0,1.0
t-shirt,National Geographic,4,4.0,1.0
jeans,Tommy Hilfiger,1,1.0,1.0
beanie,Quiksilver,1,1.0,1.0
backpack,Nike,3,3.0,1.0
boxers,Calvin Klein,4,4.0,1.0
snow bootss,Prism,4,4.0,1.0
dress shoes,Prism,3,3.0,1.0
boxers,Calvin Klein,2,2.0,1.0
outdoor boot,National Geographic,2,2.0,1.0
jacket,Skechers,2,2.0,1.0
swimsuit,Tommy Hilfiger,1,1.0,1.0
bowl,Prism,5,5.0,1.0
coat,Wrangler,2,2.0,1.0
leggings,Pierre Cardin,1,1.0,1.0
eyeshadow,Dior,1,1.0,1.0
raincoat,Columbia,2,2.0,1.0
postman bag,Versace Jeans,1,1.0,1.0
football ,adidas,1,1.0,1.0
bed clothes,Prism,1,1.0,1.0
clutch,Havaianas,1,1.0,1.0
leggings,Nike,2,2.0,1.0
knife set,Zwilling,1,1.0,1.0
leggings,Lee Cooper,1,1.0,1.0
sweatshirt,adidas,2,2.0,1.0
t-shirt,Kappa,1,1.0,1.0
she edp 50 ml women perfume,Armani,1,1.0,1.0
candle holder,Prism,2,2.0,1.0
lifestyle shoes,adidas,5,5.0,1.0
hiking shoes,Reebok,3,3.0,1.0
hand bag,Guess,1,1.0,1.0
sports bra,adidas,1,1.0,1.0
sleeveless,Pierre Cardin,1,1.0,1.0
lip pencil,Estee Lauder,2,2.0,1.0
sweatshirt,Merrell,1,1.0,1.0
card sleeve,Calvin Klein,1,1.0,1.0
trousers,Tommy Hilfiger,1,1.0,1.0
sweatshirt,Vans,1,1.0,1.0
boots,Ugg,2,2.0,1.0
skirt,Reebok,2,2.0,1.0
serum,Lancome,1,1.0,1.0
perfume,Gucci,1,1.0,1.0
sneakers,Love Moschino,1,1.0,1.0
hair straightener,Philips,6,6.0,1.0
tank top,U.S. Polo Assn.,1,1.0,1.0
coat,Asics,1,1.0,1.0
hat,Hummel,4,4.0,1.0
boots,Camper,2,2.0,1.0
cake plate,Prism,6,6.0,1.0
eye cream,Clinique,2,2.0,1.0
nail polish,Clinique,2,2.0,1.0
facial cleanser,Clarins,1,1.0,1.0
shirt,George Hogg,2,2.0,1.0
jumpsuit,Lee Cooper,2,2.0,1.0
sneaker,Dkny,1,1.0,1.0
ballet flats,Camper,1,1.0,1.0
salt,Prism,1,1.0,1.0
postman bag,U.S. Polo Assn.,4,4.0,1.0
sandals,Versace Jeans,1,1.0,1.0
polo shirt,Benetton,2,2.0,1.0
hand bag,Prism,1,1.0,1.0
eye cream,Estee Lauder,1,1.0,1.0
boots,Calvin Klein,1,1.0,1.0
swim shorts,Prism,1,1.0,1.0
swim shorts,National Geographic,1,1.0,1.0
polo shirt,Lee Cooper,1,1.0,1.0
boxers,Nike,1,1.0,1.0
belt,Guess,1,1.0,1.0
joggers,Benetton,2,2.0,1.0
backpack,Caterpillar,1,1.0,1.0
facial cleanser,Lancome,2,2.0,1.0
plate,Prism,2,2.0,1.0
briefs,Prism,2,2.0,1.0
shoehorn,Prism,2,2.0,1.0
leggings,Merrell,1,1.0,1.0
socks,U.S. Polo Assn.,3,3.0,1.0
hiking shoes,Puma,2,2.0,1.0
bandana,Quiksilver,1,1.0,1.0
backpack,Jack Wolfskin,1,1.0,1.0
polo shirt,Jack & Jones,1,1.0,1.0
face cream,Clinique,2,2.0,1.0
sleeveless,Aeropostale,6,6.0,1.0
polo shirt,Aeropostale,2,2.0,1.0
pillow,Prism,2,2.0,1.0
espadrille,Pierre Cardin,1,1.0,1.0
boots,Jack & Jones,1,1.0,1.0
slippers,Karl Lagerfeld,1,1.0,1.0
pyjama shorts,U.S. Polo Assn.,1,1.0,1.0
dh sport edt perfume 125 ml int22,Dior,1,1.0,1.0
deodorant,Thierry Mugler,1,1.0,1.0
joggers,Hummel,3,3.0,1.0
handkerchief,George Hogg,1,1.0,1.0
denim jacket,Guess,1,1.0,1.0
skin care set,Clinique,4,4.0,1.0
t-shirt,Armani Exchange,1,1.0,1.0
jersey,Nike,2,2.0,1.0
coat,Puma,2,2.0,1.0
jumper,U.S. Polo Assn.,4,4.0,1.0
puffer vest,Prism,1,1.0,1.0
sunglasses,Burberry,1,1.0,1.0
lifestyle shoes,The North Face,1,1.0,1.0
shoehorn,Prism,4,4.0,1.0
postman bag,Calvin Klein,3,3.0,1.0
shorts,Nike,2,2.0,1.0
shorts,Reebok,2,2.0,1.0
sandals,Tommy Hilfiger,2,2.0,1.0
flipflops,Prism,2,2.0,1.0
denim jacket,Calvin Klein,1,1.0,1.0
outdoor boots,The North Face,1,1.0,1.0
sleeveless,U.S. Polo Assn.,2,2.0,1.0
coat,Lee,2,2.0,1.0
jacket,Billabong,1,1.0,1.0
hoodie,Wrangler,1,1.0,1.0
j`adore infinissime edp 100 ml women perfume,Dior,1,1.0,1.0
dream catcher,Prism,1,1.0,1.0
kneepad,Asics,1,1.0,1.0
tank top,Guess,1,1.0,1.0
cross body bag,Tommy Hilfiger,2,2.0,1.0
glass,Prism,2,2.0,1.0
trousers,Wrangler,4,4.0,1.0
cross body bag,Karl Lagerfeld,1,1.0,1.0
ring,Calvin Klein,1,1.0,1.0
makeup premier,Clarins,1,1.0,1.0
sweatshirt,Desigual,1,1.0,1.0
jumper,U.S. Polo Assn.,2,2.0,1.0
lifestyle shoes,Prism,1,1.0,1.0
postman bag,Calvin Klein,1,1.0,1.0
running shoes,adidas,1,1.0,1.0
food container,Zwilling,4,4.0,1.0
shorts,Levis,1,1.0,1.0
cardigan,Wrangler,1,1.0,1.0
mug,Prism,2,2.0,1.0
cake plate,Prism,4,4.0,1.0
shorts,Under Armour,1,1.0,1.0
lifestyle shoes,New Balance,1,1.0,1.0
socks,Levis,1,1.0,1.0
outdoor boots,Jack Wolfskin,1,1.0,1.0
vase,Prism,1,1.0,1.0
t-shirt,Jack & Jones,4,4.0,1.0
flipflops,Dkny,1,1.0,1.0
coat,Pierre Cardin,2,2.0,1.0
jeans,U.S. Polo Assn.,9,9.0,1.0
foundation,Estee Lauder,2,2.0,1.0
christmas tree,Prism,1,1.0,1.0
jumper,Armani Exchange,1,1.0,1.0
t-shirt,Calvin Klein,1,1.0,1.0
duffle bag,Pierre Cardin,1,1.0,1.0
socks,Pierre Cardin,2,2.0,1.0
shorts,Aeropostale,2,2.0,1.0
shorts,Lee Cooper,1,1.0,1.0
joggers,adidas,2,2.0,1.0
lifestyle shoes,Timberland,1,1.0,1.0
tommy girl edt 200 ml women perfume,Tommy Hilfiger,1,1.0,1.0
socks,Prism,3,3.0,1.0
leggings,Hummel,2,2.0,1.0
shirt,George Hogg,1,1.0,1.0
duffle bag,Reebok,1,1.0,1.0
outdoor shoes,Columbia,2,2.0,1.0
watch,Prism,1,1.0,1.0
perfume,Givenchy,1,1.0,1.0
chloé nomade naturelle eau de parfum 75ml,Chloe,1,1.0,1.0
coat,Nautica,1,1.0,1.0
jersey,adidas,12,12.0,1.0
sideboard,Prism,2,2.0,1.0
hat,Skechers,1,1.0,1.0
moisturiser,Bobbi Brown,2,2.0,1.0
coat,Reebok,1,1.0,1.0
puffer coat,Levis,2,2.0,1.0
hair straightener,Philips,3,3.0,1.0
rubbish bin,Prism,2,2.0,1.0
socks,Puma,2,2.0,1.0
jumper,Vans,1,1.0,1.0
jacket,Quiksilver,1,1.0,1.0
swimsuit,Desigual,1,1.0,1.0
l`interdit edition millésime 50 ml women perfume,Givenchy,1,1.0,1.0
handkerchief,Pierre Cardin,1,1.0,1.0
jumper,Prism,2,2.0,1.0
hoodie,U.S. Polo Assn.,1,1.0,1.0
jeans,U.S. Polo Assn.,1,1.0,1.0
cardigan,U.S. Polo Assn.,4,4.0,1.0
running shoes,Reebok,1,1.0,1.0
running shoes,Merrell,1,1.0,1.0
outdoor shoes,Reebok,1,1.0,1.0
dress shoes,Divarese,1,1.0,1.0
face mask,Lancome,1,1.0,1.0
trousers,George Hogg,1,1.0,1.0
towel,Prism,2,2.0,1.0
hat,adidas,2,2.0,1.0
shirt,Columbia,1,1.0,1.0
backpack,The North Face,1,1.0,1.0
sweatshirt,Prism,4,4.0,1.0
eye cream,La Mer,1,1.0,1.0
room odor,Prism,1,1.0,1.0
deodorant,Lancome,4,4.0,1.0
joggers,Lee Cooper,2,2.0,1.0
backpack,Nautica,1,1.0,1.0
earrings,Swarovski,2,2.0,1.0
t-shirt,Jack Wolfskin,1,1.0,1.0
sleeveless,Jack & Jones,1,1.0,1.0
socks,Nike,3,3.0,1.0
makeup bag,Benetton,1,1.0,1.0
leggings,Converse,1,1.0,1.0
card sleeve,Tommy Hilfiger,5,5.0,1.0
basketball,adidas,1,1.0,1.0
joggers,U.S. Polo Assn.,1,1.0,1.0
socks,Pierre Cardin,3,3.0,1.0
face cream,Clinique,3,3.0,1.0
boots,Puma,1,1.0,1.0
box,Prism,2,2.0,1.0
sneakers,Camper,2,2.0,1.0
polo shirt,George Hogg,1,1.0,1.0
sandals,Keen,1,1.0,1.0
wallet,George Hogg,2,2.0,1.0
body intense edp 60 ml women perfume,Burberry,1,1.0,1.0
pot,Prism,1,1.0,1.0
hoodie,Levis,3,3.0,1.0
keyring,George Hogg,3,3.0,1.0
hooded shirts,Prism,1,1.0,1.0
short-sleeved shirt,Aeropostale,1,1.0,1.0
perfume,Tom Ford,1,1.0,1.0
body oil,Lancaster,1,1.0,1.0
jumpsuit,Pierre Cardin,1,1.0,1.0
sneakers,Lacoste,1,1.0,1.0
gloves,George Hogg,1,1.0,1.0
nail polish,Yves Saint Laurent,1,1.0,1.0
backpack,Lancaster,1,1.0,1.0
sweatshirt,Jack & Jones,1,1.0,1.0
sneakers,Pierre Cardin,2,2.0,1.0
jacket,Skechers,1,1.0,1.0
perfume,Hugo Boss,2,2.0,1.0
facial cleanser,Lancome,1,1.0,1.0
scarf,U.S. Polo Assn.,1,1.0,1.0
wallet,Divarese,2,2.0,1.0
socks,Aeropostale,2,2.0,1.0
laundry basket,Prism,2,2.0,1.0
shorts,Helly Hansen,1,1.0,1.0
eye pencil,Estee Lauder,1,1.0,1.0
beanie,Wrangler,1,1.0,1.0
slippers,Billabong,1,1.0,1.0
mr element edt 150 ml men perfume,Burberry,1,1.0,1.0
windbreaker,Under Armour,1,1.0,1.0
sunscreen,Lancaster,2,2.0,1.0
serum,Clinique,1,1.0,1.0
poncho,U.S. Polo Assn.,1,1.0,1.0
thermals,Columbia,1,1.0,1.0
lipstick,Shiseido,1,1.0,1.0
t-shirt,Merrell,1,1.0,1.0
postman bag,Nike,2,2.0,1.0
shoulder bag,Karl Lagerfeld,2,2.0,1.0
tote bag,Love Moschino,2,2.0,1.0
wrist bag,National Geographic,2,2.0,1.0
hoodie,Kappa,2,2.0,1.0
lip balm,Tom Ford,1,1.0,1.0
powder,Yves Saint Laurent,1,1.0,1.0
alive edp 80 ml perfume set,Hugo Boss,1,1.0,1.0
dress,Prism,2,2.0,1.0
thermos flask,National Geographic,1,1.0,1.0
thermos flask,National Geographic,2,2.0,1.0
belt,Jack & Jones,1,1.0,1.0
shirt,U.S. Polo Assn.,3,3.0,1.0
laptop bag,Prism,2,2.0,1.0
sneakers,U.S. Polo Assn.,1,1.0,1.0
moisturiser,Shiseido,1,1.0,1.0
slippers,Skechers,1,1.0,1.0
shirt,Prism,4,4.0,1.0
polo shirt,U.S. Polo Assn.,3,3.0,1.0
mixer,Kitchen Aid,1,1.0,1.0
slippers,Under Armour,1,1.0,1.0
t-shirt,Puma,2,2.0,1.0
perfume set,Versace,1,1.0,1.0
shirt,Reebok,1,1.0,1.0
sandals,Dkny,1,1.0,1.0
girl american refreshments perfume set,Tommy Hilfiger,1,1.0,1.0
football,adidas,1,1.0,1.0
slippers,Kappa,1,1.0,1.0
trousers,Jack Wolfskin,1,1.0,1.0
shirt,Levis,3,3.0,1.0
coat,Tommy Jeans,2,2.0,1.0
trousers,Merrell,1,1.0,1.0
shoe cleaning set,Skechers,1,1.0,1.0
shirt,Guess,1,1.0,1.0
chloé signature naturelle edp 100 ml women perfume,Chloe,1,1.0,1.0
tie,George Hogg,1,1.0,1.0
suitcase,Pierre Cardin,2,2.0,1.0
ski goggles,Quiksilver,1,1.0,1.0
short-sleeved shirt,Prism,1,1.0,1.0
slippers,Birkenstock,1,1.0,1.0
polo shirt,Calvin Klein,1,1.0,1.0
boxers,Prism,3,3.0,1.0
blender,Philips,1,1.0,1.0
socks,Aeropostale,4,4.0,1.0
trousers,Aeropostale,1,1.0,1.0
eye cream,Estee Lauder,2,2.0,1.0
trousers,Nautica,1,1.0,1.0
sneakers,National Geographic,3,3.0,1.0
my way edp women perfume set 90 ml,Armani,1,1.0,1.0
t-shirt,New Balance,3,3.0,1.0
vans vn0a3ui6w141 realm çok renkli sırtçantası,Vans,1,1.0,1.0
joggers,Lee,1,1.0,1.0
blouse,Desigual,1,1.0,1.0
shelf,Prism,1,1.0,1.0
mascara,Estee Lauder,2,2.0,1.0
wallet,Gap,1,1.0,1.0
hoodie,Under Armour,1,1.0,1.0
boots,Timberland,2,2.0,1.0
tank top,Kappa,1,1.0,1.0
beanie,Columbia,1,1.0,1.0
windbreaker,Salomon,1,1.0,1.0
joggers,Benetton,1,1.0,1.0
coat,Dockers,1,1.0,1.0
coat,adidas,2,2.0,1.0
coat,Prism,2,2.0,1.0
shorts,adidas,1,1.0,1.0
hoodie,Guess,1,1.0,1.0
postman bag,Calvin Klein,2,2.0,1.0
lipstick,Lancome,1,1.0,1.0
boots,Keen,1,1.0,1.0
shorts,Under Armour,2,2.0,1.0
black opium edp women perfume set 90 ml,Yves Saint Laurent,1,1.0,1.0
wrist bag,Vans,1,1.0,1.0
bulb,Prism,2,2.0,1.0
clutch,Fossil,1,1.0,1.0
impact 50 ml edp set,Tommy Hilfiger,1,1.0,1.0
bowl,Zwilling,2,2.0,1.0
wrist bag,Jack Wolfskin,1,1.0,1.0
dress,Benetton,1,1.0,1.0
puffer coat,Benetton,2,2.0,1.0
leggings,Converse,2,2.0,1.0
sunglasses,Michael Kors,2,2.0,1.0
perfume,Bvlgari,1,1.0,1.0
socks,Asics,1,1.0,1.0
sneaker,Guess,1,1.0,1.0
night cream,Clarins,1,1.0,1.0
sleeveless,Prism,4,4.0,1.0
coat,Dockers,2,2.0,1.0
wrist bag,Tommy Hilfiger,1,1.0,1.0
sneakers,Tommy Hilfiger,1,1.0,1.0
trousers,The North Face,1,1.0,1.0
t-shirt,Dockers,2,2.0,1.0
t-shirt,Reebok,1,1.0,1.0
cake mould,Prism,1,1.0,1.0
shirt,U.S. Polo Assn.,6,6.0,1.0
coat,U.S. Polo Assn.,2,2.0,1.0
ring,Swarovski,1,1.0,1.0
perfume,Jack & Jones,2,2.0,1.0
box,Prism,1,1.0,1.0
raincoat,Hummel,1,1.0,1.0
wall decor,Prism,1,1.0,1.0
idole aura eau de perfume 100 ml,Lancome,2,2.0,1.0
shin guards,adidas,1,1.0,1.0
sneakers,The North Face,1,1.0,1.0
mascara,Yves Saint Laurent,1,1.0,1.0
tray,Prism,1,1.0,1.0
slippers,Prism,3,3.0,1.0
shampoo,Shiseido,2,2.0,1.0
jumper,Tommy Hilfiger,2,2.0,1.0
steam iron,Philips,2,2.0,1.0
bed clothes,Prism,3,3.0,1.0
wallet,Nautica,1,1.0,1.0
sports bag,Helly Hansen,1,1.0,1.0
sneaker,Camper,1,1.0,1.0
crampons,Puma,1,1.0,1.0
lip pencil,Bobbi Brown,2,2.0,1.0
trousers,Pierre Cardin,4,4.0,1.0
t-shirt,The North Face,1,1.0,1.0
snow bootss,Benetton,1,1.0,1.0
t-shirt,Prism,5,5.0,1.0
sweatshirt,Tommy Hilfiger,1,1.0,1.0
perfume,Jack & Jones,1,1.0,1.0
perfume set,Calvin Klein,1,1.0,1.0
swim shorts,Quiksilver,2,2.0,1.0
lipstick,Bobbi Brown,1,1.0,1.0
dress shoes,Tommy Hilfiger,1,1.0,1.0
sneakers,U.S. Polo Assn.,3,3.0,1.0
puffer coat,Tommy Jeans,1,1.0,1.0
shoulder bag,Prism,2,2.0,1.0
t-shirt,Asics,2,2.0,1.0
postman bag,Jack Wolfskin,1,1.0,1.0
tote bag,Pierre Cardin,1,1.0,1.0
joggers,Vans,1,1.0,1.0
sandals,Skechers,3,3.0,1.0
outdoor boots,The North Face,2,2.0,1.0
loafer,Tommy Hilfiger,2,2.0,1.0
hoodie,Skechers,2,2.0,1.0
swim cap,adidas,1,1.0,1.0
perfume,Dkny,2,2.0,1.0
joggers,Wrangler,2,2.0,1.0
t-shirt,Lee,3,3.0,1.0
bella vita edp 100 ml perfume,Guess,1,1.0,1.0
makeup cleanser,Bobbi Brown,1,1.0,1.0
hoodie,Lee Cooper,1,1.0,1.0
tote bag,Dkny,1,1.0,1.0
wellies,Prism,1,1.0,1.0
slippers,National Geographic,1,1.0,1.0
boots,Aeropostale,3,3.0,1.0
t-shirt,Jack & Jones,2,2.0,1.0
flipflops,Calvin Klein,1,1.0,1.0
sweatshirt,Under Armour,1,1.0,1.0
sweatshirt,Levis,5,5.0,1.0
hooded jacket,adidas,2,2.0,1.0
lifestyle shoes,Prism,4,4.0,1.0
briefs,Tommy Hilfiger,2,2.0,1.0
hiking shoes,adidas,3,3.0,1.0
flipflops,Birkenstock,1,1.0,1.0
body lotion,Lancaster,2,2.0,1.0
shoulder bag,Fossil,1,1.0,1.0
coconuts about summer eau de toilette women perfume 50 ml,Dkny,3,3.0,1.0
puffer vest,Hummel,1,1.0,1.0
tuxedo,Prism,1,1.0,1.0
lipstick,Lancome,2,2.0,1.0
boots,Merrell,2,2.0,1.0
gloves,National Geographic,4,4.0,1.0
cutting board,Prism,2,2.0,1.0
steam iron,Philips,1,1.0,1.0
jacket,Tommy Jeans,1,1.0,1.0
puffer coat,Prism,2,2.0,1.0
watch,Tommy Hilfiger,1,1.0,1.0
spoon,Prism,1,1.0,1.0
eye cream,Dior,1,1.0,1.0
travel accessories,Prism,2,2.0,1.0
sleeveless,Hummel,1,1.0,1.0
sweatshirt,New Balance,1,1.0,1.0
training shoes,Nike,1,1.0,1.0
t-shirt,Prism,6,6.0,1.0
jumper,Guess,1,1.0,1.0
sunscreen,Lancome,2,2.0,1.0
shoulder bag,Love Moschino,1,1.0,1.0
polo shirt,Aeropostale,1,1.0,1.0
sneakers,Converse,1,1.0,1.0
toner,Clarins,1,1.0,1.0
socks,Kappa,2,2.0,1.0
shoulder bag,Aeropostale,1,1.0,1.0
coat,Skechers,2,2.0,1.0
watch,Swarovski,1,1.0,1.0
hiking shoes,Aeropostale,2,2.0,1.0
card sleeve,Tommy Hilfiger,1,1.0,1.0
coat,Benetton,2,2.0,1.0
polo shirt,Skechers,1,1.0,1.0
sports bra,Merrell,1,1.0,1.0
mascara,Clarins,1,1.0,1.0
outdoor shoes,Aeropostale,2,2.0,1.0
signature women perfume set (75mledp + bl 100ml + 5ml ),Chloe,1,1.0,1.0
t-shirt,Timberland,2,2.0,1.0
sneaker,Versace Jeans,1,1.0,1.0
beach bag,Nautica,1,1.0,1.0
eros men perfume 100 ml,Versace,1,1.0,1.0
trousers,Quiksilver,1,1.0,1.0
card sleeve,Fossil,1,1.0,1.0
vest,Calvin Klein,1,1.0,1.0
hoodie,Asics,1,1.0,1.0
eye pencil,Dior,1,1.0,1.0
pyjama shorts,Pierre Cardin,1,1.0,1.0
joggers,Aeropostale,2,2.0,1.0
basketball shoes,Under Armour,1,1.0,1.0
shirt,U.S. Polo Assn.,8,8.0,1.0
blouse,Levis,2,2.0,1.0
espadrille,Aeropostale,2,2.0,1.0
outdoor shoes,Benetton,1,1.0,1.0
jacket,Jack Wolfskin,1,1.0,1.0
cross body bag,U.S. Polo Assn.,2,2.0,1.0
lifestyle shoes,Puma,2,2.0,1.0
hiking shoes,Puma,1,1.0,1.0
polo shirt,adidas,1,1.0,1.0
boxers,Nike,2,2.0,1.0
backpack,adidas,4,4.0,1.0
t-shirt,George Hogg,2,2.0,1.0
sunscreen,Clinique,2,2.0,1.0
lifestyle shoes,Birkenstock,2,2.0,1.0
he edt 100 ml men perfume,Armani,1,1.0,1.0
tank top,Benetton,1,1.0,1.0
sweatshirt,Lee,1,1.0,1.0
boots,Levis,1,1.0,1.0
suitcase,Prism,2,2.0,1.0
sunglasses,Michael Kors,1,1.0,1.0
shirt,Prism,5,5.0,1.0
vest,National Geographic,1,1.0,1.0
sneakers,Harley Davidson,1,1.0,1.0
outdoor shoes,Vans,1,1.0,1.0
lifestyle shoes,Hummel,2,2.0,1.0
