item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
chloé signature naturelle edp 50 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,50.0,0.58823529411764708
chloé nomade naturelle eau de parfum 50ml,Chloe,Cosmetics & Makeup & Selfcare,Perfume,50.0,0.58823529411764708
invictus edt 200 ml men perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,64.7,0.58818181818181825
shirt,Nautica,Suits & Tops,Shirts,20.3,0.588
facial cleanser,Dior,Cosmetics & Makeup & Selfcare,Selfcare,35.2,0.588
blouse,Guess,Suits & Tops,T-shirts,14.7,0.588
perfume,Versace,Cosmetics & Makeup & Selfcare,Perfume,45.6,0.588
1 million elixir parfum intense 50 ml,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,44.1,0.588
denim jacket,Levis,Outerwear,Vests,52.4,0.588
invıctus vıctory edp 50 mlperfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,29.4,0.588
perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,14.0,0.5875
men edt 100 ml men perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,23.5,0.5875
be extra delıcıous 50 ml edp perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,23.5,0.5875
noir anthracite edp 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,23.5,0.5875
tank top,New Balance,Suits & Tops,T-shirts,4.7,0.5875
puffer vest,Aeropostale,Outerwear,Vests,25.4,0.5875
be extra delıcıous 100 ml edp perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,32.3,0.58727272727272717
leggings,Tommy Hilfiger,Bottoms,Joggers & Leggings,64.6,0.58727272727272717
white suede 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,64.6,0.58727272727272717
perfume set,Gucci,Cosmetics & Makeup & Selfcare,Perfume,64.6,0.58727272727272717
eros 200 ml perfume,Versace,Cosmetics & Makeup & Selfcare,Perfume,73.4,0.5872
guılty pour homme edp 50 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,41.1,0.58714285714285719
puffer coat,Quiksilver,Outerwear,Coats,58.7,0.58700000000000008
perfume set,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,58.7,0.58700000000000008
ombre leather perfume 100 ml,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,67.5,0.58695652173913049
puffer vest,Tommy Hilfiger,Outerwear,Vests,129.1,0.58681818181818179
crop top,Tommy Jeans,Homewear & Underwear,Bras,14.0,0.58666666666666667
eros edt 100 ml + edt 30 ml women perfume set,Versace,Cosmetics & Makeup & Selfcare,Perfume,44.0,0.58666666666666667
bloom edp 100 ml women perfume set,Gucci,Cosmetics & Makeup & Selfcare,Perfume,44.0,0.58666666666666667
tank top,adidas,Suits & Tops,T-shirts,8.8,0.58666666666666667
socks,Calvin Klein,Homewear & Underwear,Socks,8.8,0.58666666666666667
vert d`encens edp 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,61.6,0.58666666666666667
tuscan leather perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,114.4,0.58666666666666667
l`instant de edt 50 ml men perfume,Guerlain,Cosmetics & Makeup & Selfcare,Perfume,26.4,0.58666666666666667
vénetian bergamot 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,96.8,0.58666666666666667
deodorant,Tommy Hilfiger,Cosmetics & Makeup & Selfcare,Selfcare,8.8,0.58666666666666667
guilty love edition pour homme edt 90 ml perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,35.2,0.58666666666666667
sweatshirt,Timberland,Suits & Tops,Sweatshirts,90.9,0.58645161290322589
seductive noir for men edt 100 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,20.5,0.58571428571428574
body lotion,Thierry Mugler,Cosmetics & Makeup & Selfcare,Selfcare,20.5,0.58571428571428574
sleeveless,Billabong,Suits & Tops,T-shirts,4.4,0.58571428571428563
puffer coat,Benetton,Outerwear,Coats,52.7,0.585
raincoat,Benetton,Outerwear,Coats,23.4,0.585
joggers,New Balance,Bottoms,Joggers & Leggings,11.7,0.585
men energizing edt 100 ml perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,11.7,0.585
dg light blue pour homme italıan love-100 ml perfume,Dolce&Gabbana,Cosmetics & Makeup & Selfcare,Perfume,38.0,0.58461538461538465
umbrella,Benetton,Accessories,Other,14.6,0.584
perfume set,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,40.8,0.58363636363636362
short-sleeved shirt,Levis,Suits & Tops,Shirts,3.5,0.58333333333333337
t-shirt,Puma,Suits & Tops,T-shirts,31.6,0.58333333333333337
t-shirt,Converse,Suits & Tops,T-shirts,20.1,0.58333333333333337
t-shirt,Under Armour,Suits & Tops,T-shirts,27.9,0.58333333333333337
sports bra,Nike,Homewear & Underwear,Bras,26.2,0.58333333333333337
puffer vest,Skechers,Outerwear,Vests,17.5,0.58333333333333337
perfume,Clinique,Cosmetics & Makeup & Selfcare,Perfume,35.0,0.58333333333333337
hooded vest,Benetton,Outerwear,Vests,20.4,0.58285714285714285
sweatshirt,Tommy Jeans,Suits & Tops,Sweatshirts,62.2,0.5825
jacket,Jack Wolfskin,Outerwear,Jackets,186.6,0.58114285714285718
jumper,Tommy Hilfiger,Suits & Tops,Jumpers,86.5,0.58000000000000007
puffer coat,Aeropostale,Outerwear,Coats,47.5,0.58000000000000007
trench coat,Tommy Hilfiger,Outerwear,Coats,133.4,0.58000000000000007
1981 los angeles for women edt 100 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,20.3,0.58000000000000007
signature women perfume set (75mledp + bl 100ml + 5ml ),Chloe,Cosmetics & Makeup & Selfcare,Perfume,40.6,0.58000000000000007
invıctus platınum edp 100 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.6,0.58000000000000007
invıctus vıctory edp 100 ml + deo 150 ml perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.6,0.58000000000000007
absolu edp 50 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,40.6,0.58000000000000007
olympea acqua edt 50 ml women perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,26.1,0.58000000000000007
olympea solar edp intense 80 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,52.2,0.58000000000000007
1 million edt 100 ml menperfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,37.7,0.58000000000000007
olympéa blossom edp 50 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,37.7,0.58000000000000007
handkerchief,George Hogg,Accessories,Other,3.3,0.58
jersey,Nike,Suits & Tops,T-shirts,25.1,0.58
deodorant,Thierry Mugler,Cosmetics & Makeup & Selfcare,Selfcare,14.3,0.58
coat,Aeropostale,Outerwear,Coats,52.7,0.58
hoodie,Tommy Jeans,Suits & Tops,Sweatshirts,48.8,0.58
sports bra,Guess,Homewear & Underwear,Bras,39.9,0.58
perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,57.2,0.58
after shave,Dior,Cosmetics & Makeup & Selfcare,Selfcare,41.9,0.58
perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,43.5,0.58
violet pop 50ml edt perfume,Dkny,Cosmetics & Makeup & Selfcare,Perfume,8.7,0.58
shirt,Guess,Suits & Tops,Shirts,30.9,0.58
1 million elixir parfum intense 100 ml,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,55.1,0.58
london 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,63.7,0.5790909090909091
guılty pour homme edp 150 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,63.7,0.5790909090909091
eros parfum 100 ml + 75 ml deostick + parfum 10 ml,Versace,Cosmetics & Makeup & Selfcare,Perfume,60.8,0.579047619047619
eros men perfume 100 ml,Versace,Cosmetics & Makeup & Selfcare,Perfume,60.8,0.579047619047619
cafe rose edp 50 ml men perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,52.1,0.5788888888888889
eros edp 100 ml + 75 ml deostick + edp 10 ml,Versace,Cosmetics & Makeup & Selfcare,Perfume,49.2,0.57882352941176474
noir extreme edp 100 ml + noirextreme travel spray 10 ml,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,46.3,0.57875
guilty edp pf intense 50 ml perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,46.3,0.57875
lost cherry edp 100ml women perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,133.1,0.578695652173913
acqua de portofino 50 ml perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,43.4,0.57866666666666666
guilty ph edp perfume 50 ml,Gucci,Cosmetics & Makeup & Selfcare,Perfume,43.4,0.57866666666666666
coat,Timberland,Outerwear,Vests,124.4,0.5786046511627907
eros edp men perfume set ( 100 ml edp + 10 ml edp ),Versace,Cosmetics & Makeup & Selfcare,Perfume,34.7,0.57833333333333337
eros flame perfume set,Versace,Cosmetics & Makeup & Selfcare,Perfume,34.7,0.57833333333333337
l`homme edt 50 ml men perfume,Lacoste,Cosmetics & Makeup & Selfcare,Perfume,31.8,0.57818181818181824
cufflink,George Hogg,Accessories,Other,5.8,0.57777777777777783
thong,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",30.2,0.57777777777777783
uomo edt 100 ml men perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,26.0,0.57777777777777772
joggers,adidas,Bottoms,Joggers & Leggings,56.3,0.57714285714285707
leggings,The North Face,Bottoms,Joggers & Leggings,20.2,0.57714285714285707
si edp intense 100 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,57.7,0.57700000000000007
leggings,adidas,Bottoms,Joggers & Leggings,42.0,0.57666666666666666
vest,The North Face,Outerwear,Vests,69.2,0.57666666666666666
travel accessories,Helly Hansen,Accessories,Other,17.3,0.57666666666666666
light blue edt -100 ml+bc50+travel spray 10 ml perfume set,Dolce&Gabbana,Cosmetics & Makeup & Selfcare,Perfume,49.0,0.57647058823529407
jacket,adidas,Suits & Tops,Sweatshirts,56.0,0.57625
boxers,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",23.0,0.57600000000000007
sweatshirt,adidas,Suits & Tops,Sweatshirts,53.2,0.57600000000000007
t-shirt,Calvin Klein,Suits & Tops,T-shirts,35.7,0.57600000000000007
jersey,Puma,Suits & Tops,T-shirts,25.9,0.57600000000000007
coat,Levis,Outerwear,Coats,124.3,0.57600000000000007
polo shirt,Under Armour,Suits & Tops,T-shirts,18.9,0.57600000000000007
polo shirt,Puma,Suits & Tops,T-shirts,17.0,0.57600000000000007
puffer coat,Levis,Outerwear,Coats,16.8,0.57600000000000007
sleeveless,adidas,Homewear & Underwear,Undershirts,14.4,0.57600000000000007
revael man edt 50 ml men perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,14.4,0.57600000000000007
si edp 30 ml perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,28.8,0.57600000000000007
bandana,Quiksilver,Accessories,Headwear,3.7,0.575
bikini,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",23.0,0.575
tank top,adidas,Homewear & Underwear,Undershirts,16.6,0.575
tank top,Asics,Homewear & Underwear,Undershirts,13.5,0.575
slippers,Quiksilver,Shoes & Bags,Shoes,2.3,0.575
tank top,Benetton,Homewear & Underwear,Undershirts,2.3,0.575
one edt 200 ml unisex perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,31.6,0.57454545454545458
boxers,Under Armour,Homewear & Underwear,"Boxers, Trunks & Slips",20.1,0.57428571428571429
boxer,Under Armour,Homewear & Underwear,"Boxers, Trunks & Slips",20.1,0.57428571428571429
deep euphoria edp 50 ml women perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,20.1,0.57428571428571429
crop top,Nike,Homewear & Underwear,Bras,13.9,0.57333333333333336
sweatshirt,Dockers,Suits & Tops,Sweatshirts,25.7,0.57333333333333336
slip,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",22.7,0.57333333333333336
deodorant,Dior,Cosmetics & Makeup & Selfcare,Selfcare,34.4,0.57333333333333336
joggers,Tommy Jeans,Bottoms,Joggers & Leggings,43.0,0.57333333333333336
polo shirt,Calvin Klein,Suits & Tops,T-shirts,36.3,0.57333333333333336
tank top,Nike,Suits & Tops,T-shirts,8.6,0.57333333333333336
jacket,Tommy Hilfiger,Outerwear,Coats,74.5,0.573076923076923
blouse,Tommy Jeans,Suits & Tops,T-shirts,31.5,0.57272727272727275
pure xs night edp 100 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,37.2,0.57230769230769241
briefs,Nike,Homewear & Underwear,"Boxers, Trunks & Slips",14.3,0.57200000000000006
noir extreme all over spray 150 ml unisex perfume,Tom Ford,Cosmetics & Makeup & Selfcare,Perfume,14.3,0.57200000000000006
joggers,Nike,Bottoms,Joggers & Leggings,54.9,0.5714285714285714
leggings,Nike,Bottoms,Joggers & Leggings,36.7,0.5714285714285714
t-shirt,Kappa,Suits & Tops,T-shirts,13.5,0.5714285714285714
hoodie,Dockers,Suits & Tops,Sweatshirts,20.0,0.5714285714285714
olympea blossom edp 80 mlperfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.0,0.5714285714285714
phantom 100 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.0,0.5714285714285714
invıctus vıctory edp 100 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.0,0.5714285714285714
1 million prive edp 100 ml men perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,40.0,0.5714285714285714
leggings,Guess,Bottoms,Joggers & Leggings,49.2,0.57125
chloé nomade women perfume set (75 ml+bl100+5 ml),Chloe,Cosmetics & Makeup & Selfcare,Perfume,45.7,0.57125
bella vita edp 100 ml perfume,Guess,Cosmetics & Makeup & Selfcare,Perfume,25.7,0.57111111111111112
puffer vest,Timberland,Outerwear,Vests,85.6,0.571111111111111
olympéa intense edp 50 ml women perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,31.4,0.57090909090909092
dylan blue edt 100 ml + edt 10 ml + çanta,Versace,Cosmetics & Makeup & Selfcare,Perfume,31.4,0.57090909090909092
sweatshirt,Guess,Suits & Tops,Sweatshirts,53.4,0.57066666666666666
eros edt 100 ml + 75 ml deostick + edt 10 ml,Versace,Cosmetics & Makeup & Selfcare,Perfume,48.5,0.57058823529411762
flipflops,Tommy Hilfiger,Shoes & Bags,Flipflops & Slippers,20.7,0.57000000000000006
dress,Benetton,Suits & Tops,Dresses & Jumpsuits,43.2,0.57000000000000006
polo shirt,Reebok,Suits & Tops,T-shirts,16.1,0.57000000000000006
sports bra,Reebok,Homewear & Underwear,Bras,14.2,0.57000000000000006
sweatshirt,George Hogg,Suits & Tops,Sweatshirts,14.0,0.57000000000000006
sweatshirt,Nautica,Suits & Tops,Sweatshirts,32.8,0.57000000000000006
jacket,Skechers,Outerwear,Jackets,59.0,0.57000000000000006
joggers,Dockers,Bottoms,Joggers & Leggings,18.0,0.57000000000000006
dress,Desigual,Suits & Tops,Dresses & Jumpsuits,85.2,0.57000000000000006
coconuts about summer eau de toilette women perfume 50 ml,Dkny,Cosmetics & Makeup & Selfcare,Perfume,11.4,0.57000000000000006
guilty homme edt 50 ml perfume,Gucci,Cosmetics & Makeup & Selfcare,Perfume,22.8,0.57000000000000006
dylan turquoise edt 100 ml women perfume,Versace,Cosmetics & Makeup & Selfcare,Perfume,39.9,0.57
coat,Ugg,Outerwear,Coats,182.2,0.569375
puffer coat,Helly Hansen,Outerwear,Coats,167.8,0.56928571428571428
sweatshirt,Desigual,Suits & Tops,Sweatshirts,47.1,0.56923076923076921
coat,The North Face,Outerwear,Coats,220.6,0.56923076923076921
raincoat,The North Face,Outerwear,Coats,138.5,0.56888888888888889
perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,69.9,0.56857142857142851
wallet,Desigual,Accessories,Wallets & Sleeves,21.6,0.56857142857142851
si passione edp kadin perfume set 100 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,54.0,0.56842105263157894
code edp perfume 60 ml,Armani,Cosmetics & Makeup & Selfcare,Perfume,34.1,0.56833333333333336
my way edp florale 50 ml perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,62.5,0.56818181818181823
si edp intense 50 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,42.6,0.56800000000000006
slippers,Tommy Hilfiger,Shoes & Bags,Flipflops & Slippers,44.5,0.568
lifestyle shoes,Tommy Hilfiger,Shoes & Bags,Shoes,72.7,0.568
bralette,Calvin Klein,Homewear & Underwear,Bras,19.8,0.568
tank top,Under Armour,Suits & Tops,T-shirts,28.8,0.568
bra,Calvin Klein,Homewear & Underwear,Bras,22.3,0.568
hat,Tommy Hilfiger,Accessories,Headwear,23.9,0.568
sandals,Tommy Hilfiger,Shoes & Bags,Shoes,42.5,0.568
my way edp 150 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,56.8,0.568
si passione edp 100 ml women perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,56.8,0.568
boxer,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",24.3,0.5675
energizing fragrance edp 100 ml women perfume,Shiseido,Cosmetics & Makeup & Selfcare,Perfume,22.7,0.5675
code a-list edt 75 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,22.7,0.5675
euphoria liquid gold edp 100 ml women perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,31.2,0.56727272727272726
he edt 100 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,31.2,0.56727272727272726
she edp 50 ml women perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,31.2,0.56727272727272726
polo shirt,U.S. Polo Assn.,Suits & Tops,T-shirts,27.1,0.56666666666666665
jumper,Jack & Jones,Suits & Tops,Jumpers,18.4,0.56666666666666665
hat,Quiksilver,Accessories,Headwear,22.4,0.56666666666666665
shirt,U.S. Polo Assn.,Suits & Tops,Shirts,32.4,0.56666666666666665
boxers,U.S. Polo Assn.,Homewear & Underwear,"Boxers, Trunks & Slips",12.7,0.56666666666666665
belt,George Hogg,Accessories,Belts,11.0,0.56666666666666665
sweatshirt,Nike,Suits & Tops,Sweatshirts,40.6,0.56666666666666665
slippers,Quiksilver,Shoes & Bags,Flipflops & Slippers,26.9,0.56666666666666665
wallet,Levis,Accessories,Wallets & Sleeves,13.2,0.56666666666666665
jumper,Benetton,Suits & Tops,Jumpers,47.8,0.56666666666666665
gloves,Quiksilver,Accessories,Scarves & Winter Hats & Gloves,26.2,0.56666666666666665
polo shirt,Kappa,Suits & Tops,T-shirts,11.1,0.56666666666666665
dress shoes,Tommy Hilfiger,Shoes & Bags,Shoes,28.0,0.56666666666666665
vest,George Hogg,Outerwear,Vests,27.6,0.56666666666666665
sports bra,Under Armour,Homewear & Underwear,Bras,35.5,0.56666666666666665
sports bra,Calvin Klein,Homewear & Underwear,Bras,26.6,0.56666666666666665
leggings,Asics,Bottoms,Joggers & Leggings,17.0,0.56666666666666665
shirt,Calvin Klein,Suits & Tops,Shirts,67.0,0.56666666666666665
sneakers,Tommy Hilfiger,Shoes & Bags,Shoes,67.9,0.56666666666666665
perfume,Pierre Cardin,Cosmetics & Makeup & Selfcare,Perfume,19.6,0.56666666666666665
sneakers,Camper,Shoes & Bags,Shoes,87.2,0.56666666666666665
si passione (30 ml + 75 ml) women perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,17.0,0.56666666666666665
boots,Tommy Hilfiger,Shoes & Bags,Shoes,83.4,0.56666666666666665
perfume,Shiseido,Cosmetics & Makeup & Selfcare,Perfume,18.9,0.56666666666666665
dress shoes,Keen,Shoes & Bags,Shoes,21.2,0.56666666666666665
boots,Caterpillar,Shoes & Bags,Shoes,55.2,0.56666666666666665
boots,Camper,Shoes & Bags,Shoes,124.5,0.56666666666666665
wellies,Tommy Hilfiger,Shoes & Bags,Shoes,28.1,0.56666666666666665
ck everyone edp 100 ml perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,25.5,0.56666666666666665
belt,Jack & Jones,Accessories,Belts,3.4,0.56666666666666665
sleeveless,Benetton,Homewear & Underwear,Undershirts,1.7,0.56666666666666665
boots,Keen,Shoes & Bags,Shoes,99.1,0.56628571428571428
sunscreen,Dior,Cosmetics & Makeup & Selfcare,Selfcare,30.0,0.56600000000000006
outdoor shoes,Caterpillar,Shoes & Bags,Shoes,56.6,0.56600000000000006
boot,Camper,Shoes & Bags,Shoes,106.2,0.56600000000000006
eternity man edp 50 ml perfume,Calvin Klein,Cosmetics & Makeup & Selfcare,Perfume,28.3,0.56600000000000006
sneakers,Versace Jeans,Shoes & Bags,Shoes,166.8,0.56583333333333341
lifestyle shoes,Camper,Shoes & Bags,Shoes,95.6,0.56571428571428573
sandals,Keen,Shoes & Bags,Shoes,65.4,0.56571428571428573
slippers,Versace Jeans,Shoes & Bags,Flipflops & Slippers,119.5,0.56571428571428573
jacket,Quiksilver,Outerwear,Jackets,19.8,0.56571428571428573
hiking shoes,Camper,Shoes & Bags,Shoes,23.9,0.56571428571428573
coat,Tommy Jeans,Outerwear,Vests,65.0,0.56521739130434778
briefs,Calvin Klein,Homewear & Underwear,"Boxers, Trunks & Slips",11.3,0.56500000000000006
tank top,Calvin Klein,Suits & Tops,T-shirts,18.6,0.56500000000000006
sandals,Camper,Shoes & Bags,Shoes,34.7,0.56500000000000006
joggers,Nautica,Bottoms,Joggers & Leggings,16.1,0.56500000000000006
hoodie,Billabong,Suits & Tops,Sweatshirts,33.9,0.565
coat,Billabong,Outerwear,Vests,67.8,0.565
joggers,Asics,Bottoms,Joggers & Leggings,26.2,0.56444444444444442
wallet,Gap,Accessories,Wallets & Sleeves,21.3,0.564
my black edt 50 ml women perfume set,Burberry,Cosmetics & Makeup & Selfcare,Perfume,31.0,0.5636363636363636
her edt 100 ml perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,46.3,0.5636363636363636
love edp 75 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,47.9,0.56352941176470583
chloé signature naturelle edp 100 ml women perfume,Chloe,Cosmetics & Makeup & Selfcare,Perfume,50.7,0.56333333333333335
perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,45.5,0.56333333333333324
hooded jacket,Skechers,Outerwear,Jackets,16.9,0.56333333333333324
1 million edt 100 ml + deo150 perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,36.6,0.56307692307692314
lady million pacman edp 80 ml perfume,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,36.6,0.56307692307692314
vest,Guess,Outerwear,Vests,76.0,0.562962962962963
joggers,Guess,Bottoms,Joggers & Leggings,41.1,0.56285714285714283
lr ocean edt 50 ml men perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,39.4,0.56285714285714283
tank top,Nike,Homewear & Underwear,Undershirts,21.0,0.5625
water bottle,Quiksilver,Home & Decoration,Termos & Bottles,6.1,0.5625
bathrobe,Pierre Cardin,Homewear & Underwear,Other Homewear,4.5,0.5625
lipstick,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,27.6,0.5625
belt,Guess,Accessories,Belts,37.9,0.5625
eros 100 ml perfume set,Versace,Cosmetics & Makeup & Selfcare,Perfume,22.5,0.5625
body intense edp 60 ml women perfume,Burberry,Cosmetics & Makeup & Selfcare,Perfume,22.5,0.5625
aqva atlantique edt 50 ml men perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,22.5,0.5625
olympea edp 80 ml women perfume set,Paco Rabanne,Cosmetics & Makeup & Selfcare,Perfume,22.5,0.5625
hoodie,Guess,Suits & Tops,Sweatshirts,35.5,0.56222222222222229
jumpsuit,Helly Hansen,Suits & Tops,Dresses & Jumpsuits,134.9,0.56208333333333338
dylan blue edt 100 ml + shower gel 150 ml perfume set,Versace,Cosmetics & Makeup & Selfcare,Perfume,28.1,0.562
aqua pour homme atlantiqve 100 ml edt men perfume,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,28.1,0.562
cardigan,Benetton,Suits & Tops,Jumpers,41.1,0.56181818181818177
dylan turquoise edt 50 ml womenperfume,Versace,Cosmetics & Makeup & Selfcare,Perfume,30.9,0.56181818181818177
jumper,Desigual,Suits & Tops,Jumpers,76.6,0.56166666666666676
hoodie,The North Face,Suits & Tops,Sweatshirts,47.7,0.56117647058823528
dress,Aeropostale,Suits & Tops,Dresses & Jumpsuits,13.7,0.56
beanie,Quiksilver,Accessories,Scarves & Winter Hats & Gloves,13.3,0.56
sweatshirt,New Balance,Suits & Tops,Sweatshirts,13.4,0.56
ballet flats,Tommy Hilfiger,Shoes & Bags,Shoes,43.0,0.56
tank top,Reebok,Homewear & Underwear,Undershirts,12.8,0.56
nail polish,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.9,0.56
leggings,Reebok,Bottoms,Joggers & Leggings,20.1,0.56
espadrille,Tommy Hilfiger,Shoes & Bags,Shoes,28.0,0.56
foundation,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,53.8,0.56
eyeshadow,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,37.2,0.56
wrist bag,Tommy Hilfiger,Shoes & Bags,Bags,41.9,0.56
sweatshirt,Reebok,Suits & Tops,Sweatshirts,24.7,0.56
backpack,Tommy Hilfiger,Shoes & Bags,Bags,65.4,0.56
eau de nuit edt 50 ml men perfume,Armani,Cosmetics & Makeup & Selfcare,Perfume,14.0,0.56
t-shirt,Salomon,Suits & Tops,T-shirts,24.7,0.56
kitchen accessories,Kitchen Aid,Home & Decoration,Home & Decoration,130.8,0.56
hiking shoes,Tommy Hilfiger,Shoes & Bags,Shoes,15.5,0.56
hand bag,Tommy Hilfiger,Shoes & Bags,Bags,61.1,0.56
postman bag,Tommy Hilfiger,Shoes & Bags,Bags,67.1,0.56
backpack,Caterpillar,Shoes & Bags,Bags,38.6,0.56
shoulder bag,Tommy Hilfiger,Shoes & Bags,Bags,74.5,0.56
hoodie,adidas,Suits & Tops,Sweatshirts,28.0,0.56
heeled shoes,Tommy Hilfiger,Shoes & Bags,Shoes,37.7,0.56
laptop bag,Tommy Hilfiger,Shoes & Bags,Bags,78.0,0.56
cross body bag,Tommy Hilfiger,Shoes & Bags,Bags,64.3,0.56
brow liner,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,16.8,0.56
perfume set,Bvlgari,Cosmetics & Makeup & Selfcare,Perfume,59.9,0.56
boxers,Nautica,Homewear & Underwear,"Boxers, Trunks & Slips",8.4,0.56
boxers,Puma,Homewear & Underwear,"Boxers, Trunks & Slips",8.4,0.56
perfume set,Dkny,Cosmetics & Makeup & Selfcare,Perfume,8.4,0.56
il 30 ml women perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,8.4,0.56
tank top,Reebok,Suits & Tops,T-shirts,8.4,0.56
si edp (30 ml + 75 ml) women perfume set,Armani,Cosmetics & Makeup & Selfcare,Perfume,16.8,0.56
ballet flats,Camper,Shoes & Bags,Shoes,16.8,0.56
jersey,adidas,Accessories,Other,35.4,0.56
vest,Reebok,Outerwear,Vests,19.6,0.56
