item_name,item_brand,item_main_category,item_sub_category,Best_Profit_GBP_Per_Item,Best_Profit_Margin_Per_Item
football shoes,adidas,Shoes & Bags,Shoes,64.8,0.5033333333333333
leggings,Merrell,Bottoms,Joggers & Leggings,15.1,0.5033333333333333
shorts,Tommy Jeans,Bottoms,Shorts,35.2,0.5033333333333333
hoodie,Merrell,Suits & Tops,Sweatshirts,20.9,0.5033333333333333
face mask,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,19.4,0.5033333333333333
snowboard,Quiksilver,Accessories,Sports Equipment,35.2,0.5033333333333333
bb cream,Clarins,Cosmetics & Makeup & Selfcare,Selfcare,15.1,0.5033333333333333
brow pencil,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.1,0.5033333333333333
deodorant,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Selfcare,30.2,0.5033333333333333
snow bootss,Keen,Shoes & Bags,Shoes,47.8,0.503157894736842
trousers,Jack Wolfskin,Bottoms,Trousers,61.7,0.50307692307692309
trousers,Jack & Jones,Bottoms,Trousers,17.6,0.50285714285714289
jacket,Reebok,Outerwear,Jackets,34.0,0.50285714285714289
coat,Vans,Outerwear,Coats,41.9,0.50285714285714289
makeup premier,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,17.6,0.50285714285714289
ballet flats,George Hogg,Shoes & Bags,Shoes,17.6,0.50285714285714289
undershirt,Versace Jeans,Shoes & Bags,Shoes,20.1,0.50250000000000006
sweatshirt,Merrell,Suits & Tops,Sweatshirts,45.2,0.50222222222222224
jacket,Tommy Jeans,Outerwear,Coats,67.8,0.50222222222222224
wallet,Love Moschino,Accessories,Wallets & Sleeves,38.7,0.502
slippers,Timberland,Shoes & Bags,Flipflops & Slippers,36.4,0.50142857142857145
serum,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,151.2,0.50117647058823533
face oil,Guerlain,Cosmetics & Makeup & Selfcare,Selfcare,107.7,0.50093023255813951
outdoor shoes,Timberland,Shoes & Bags,Shoes,70.1,0.50071428571428567
scarf,Jack & Jones,Accessories,Scarves & Winter Hats & Gloves,2.0,0.5
bow tie,George Hogg,Accessories,Ties,2.9,0.5
laptop bag,Aeropostale,Shoes & Bags,Bags,13.399999999999999,0.5
handkerchief,Pierre Cardin,Accessories,Other,2.5,0.5
joggers,Hummel,Bottoms,Joggers & Leggings,18.9,0.5
wallet,Dockers,Accessories,Wallets & Sleeves,2.5,0.5
leggings,Hummel,Bottoms,Joggers & Leggings,14.2,0.5
lifestyle shoes,Dockers,Shoes & Bags,Shoes,11.4,0.5
hat,Nike,Accessories,Headwear,11.7,0.5
mascara,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,11.4,0.5
sweatshirt,National Geographic,Suits & Tops,Sweatshirts,33.7,0.5
hand bag,Levis,Shoes & Bags,Bags,3.0,0.5
shorts,adidas,Bottoms,Shorts,31.700000000000003,0.5
hat,adidas,Accessories,Headwear,9.6,0.5
facial cleanser,Clinique,Cosmetics & Makeup & Selfcare,Selfcare,12.899999999999999,0.5
eyeshadow,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,16.2,0.5
makeup bag,Aeropostale,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,3.5,0.5
clutch,Aeropostale,Shoes & Bags,Bags,9.7,0.5
sweatshirt,Lee Cooper,Suits & Tops,Sweatshirts,18.0,0.5
scarf,George Hogg,Accessories,Scarves & Winter Hats & Gloves,4.5,0.5
wallet,Pierre Cardin,Accessories,Wallets & Sleeves,9.0,0.5
lipstick,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.899999999999999,0.5
sunscreen,Clinique,Cosmetics & Makeup & Selfcare,Selfcare,29.9,0.5
flipflops,adidas,Shoes & Bags,Flipflops & Slippers,12.0,0.5
card sleeve,Pierre Cardin,Accessories,Wallets & Sleeves,5.0,0.5
skirt,Aeropostale,Bottoms,Skirts,9.8,0.5
sweatshirt,Hummel,Suits & Tops,Sweatshirts,17.2,0.5
shower gel,Tommy Hilfiger,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,4.5,0.5
backpack,adidas,Shoes & Bags,Bags,25.9,0.5
serum,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,71.2,0.5
makeup bag,Aeropostale,Shoes & Bags,Bags,5.0,0.5
shirt,National Geographic,Suits & Tops,Sweatshirts,23.4,0.5
concealer,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,11.3,0.5
postman bag,Nike,Shoes & Bags,Bags,3.5,0.5
belt,Lee,Accessories,Belts,7.5,0.5
lip pencil,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.5,0.5
shirt,Wrangler,Suits & Tops,T-shirts,7.5,0.5
thermals,Under Armour,Homewear & Underwear,Undershirts,7.5,0.5
joggers,Lee,Bottoms,Joggers & Leggings,16.1,0.5
tank top,Merrell,Homewear & Underwear,Undershirts,7.5,0.5
dress shoes,Dockers,Shoes & Bags,Shoes,14.0,0.5
hat,The North Face,Accessories,Headwear,15.899999999999999,0.5
moisturiser,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,26.8,0.5
hooded jacket,Puma,Outerwear,Jackets,33.6,0.5
concealer,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,11.2,0.5
windbreaker,Asics,Outerwear,Coats,10.0,0.5
eye pencil,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.0,0.5
flipflops,Timberland,Shoes & Bags,Flipflops & Slippers,10.0,0.5
skirt,Levis,Bottoms,Skirts,13.8,0.5
eyeliner,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.0,0.5
duffle bag,Gap,Shoes & Bags,Bags,40.9,0.5
shorts,The North Face,Bottoms,Shorts,24.2,0.5
makeup set,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,25.0,0.5
moisturiser,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,157.5,0.5
hand cream,Pierre Cardin,Cosmetics & Makeup & Selfcare,Selfcare,0.8,0.5
deodorant,adidas,Cosmetics & Makeup & Selfcare,Selfcare,1.0,0.5
hat,Billabong,Accessories,Headwear,11.7,0.5
espadrille,Timberland,Shoes & Bags,Shoes,17.5,0.5
eye makeup remover,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,17.5,0.5
jacket,Asics,Outerwear,Jackets,27.5,0.5
coat,Timberland,Outerwear,Coats,27.5,0.5
denim jacket,Calvin Klein,Outerwear,Jackets,67.3,0.49882352941176467
hooded coat,U.S. Polo Assn.,Outerwear,Coats,34.9,0.49857142857142855
classic for edt 50 ml men perfume set,Burberry,Cosmetics & Makeup & Selfcare,Perfume,16.2,0.49846153846153846
jacket,Puma,Outerwear,Jackets,52.0,0.49833333333333329
sneakers,Guess,Shoes & Bags,Shoes,68.7,0.49833333333333329
dress,Calvin Klein,Suits & Tops,Dresses & Jumpsuits,62.400000000000006,0.49833333333333329
windbreaker,Calvin Klein,Outerwear,Coats,29.9,0.49833333333333329
jacket,Under Armour,Outerwear,Jackets,29.4,0.498
hooded jacket,Under Armour,Outerwear,Jackets,24.9,0.498
makeup set,Lancome,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,46.5,0.49777777777777776
jewellery set,Swarovski,Shoes & Bags,Bags,19.9,0.49749999999999994
waist bag,adidas,Shoes & Bags,Bags,17.4,0.49714285714285711
puffer vest,National Geographic,Outerwear,Vests,31.4,0.49714285714285711
joggers,National Geographic,Bottoms,Joggers & Leggings,27.3,0.4966666666666667
coat,Pierre Cardin,Outerwear,Coats,107.9,0.4966666666666667
deodorant,Paco Rabanne,Cosmetics & Makeup & Selfcare,Selfcare,14.9,0.4966666666666667
dress shoes,George Hogg,Shoes & Bags,Shoes,36.6,0.4966666666666667
makeup set,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.9,0.4966666666666667
shorts,Tommy Hilfiger,Beachwear,Beachwear Other,14.9,0.4966666666666667
brow gel,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,19.8,0.4966666666666667
watch,Swarovski,Accessories,Watches,135.6,0.496551724137931
jeans,Desigual,Bottoms,Trousers,42.2,0.49647058823529416
wellies,Ugg,Shoes & Bags,Shoes,96.8,0.49641025641025638
boot,Ugg,Shoes & Bags,Shoes,114.4,0.49619047619047618
trousers,Helly Hansen,Bottoms,Trousers,89.3,0.49611111111111111
lifestyle shoes,George Hogg,Shoes & Bags,Shoes,37.2,0.49600000000000005
football shoes,adidas,Shoes & Bags,Bags,37.2,0.49600000000000005
trench coat,Pierre Cardin,Outerwear,Coats,37.2,0.49600000000000005
sandals,adidas,Shoes & Bags,Shoes,12.4,0.496
hoodie,National Geographic,Suits & Tops,Sweatshirts,12.4,0.496
slippers,adidas,Shoes & Bags,Flipflops & Slippers,21.6,0.496
tennis shoes,adidas,Shoes & Bags,Shoes,78.1,0.496
brow gel,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.4,0.496
toner,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.8,0.496
mixer,Kitchen Aid,Home & Decoration,Electronics,342.0,0.49596899224806196
running shoes,Helly Hansen,Shoes & Bags,Shoes,47.1,0.49578947368421056
sneakers,Caterpillar,Shoes & Bags,Shoes,47.1,0.49578947368421056
hooded vest,Lee Cooper,Outerwear,Vests,24.4,0.49555555555555558
skin care set,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,127.19999999999999,0.49538461538461542
vest,Lee Cooper,Outerwear,Vests,18.3,0.495
hat,George Hogg,Accessories,Headwear,11.0,0.495
coat,National Geographic,Suits & Tops,Sweatshirts,33.7,0.495
dress,Reebok,Suits & Tops,Dresses & Jumpsuits,9.9,0.495
hooded coat,George Hogg,Outerwear,Coats,19.8,0.495
face cream,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,74.2,0.4946666666666667
lip balm,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,18.2,0.49428571428571433
serum,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,51.9,0.49428571428571427
night cream,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,49.4,0.494
skin care set,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,54.900000000000006,0.49384615384615388
hiking shoes,Nike,Shoes & Bags,Shoes,44.2,0.49333333333333335
joggers,Lee Cooper,Bottoms,Joggers & Leggings,14.6,0.49333333333333335
hoodie,Hummel,Suits & Tops,Sweatshirts,14.5,0.49333333333333335
bikini,Benetton,Beachwear,Swimwear,7.4,0.49333333333333335
blusher,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.899999999999999,0.49333333333333335
slippers,Billabong,Shoes & Bags,Flipflops & Slippers,12.1,0.49333333333333335
brow liner,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,17.2,0.49333333333333335
puffer vest,Hummel,Outerwear,Vests,30.200000000000003,0.49333333333333335
umbrella,U.S. Polo Assn.,Accessories,Other,3.7,0.49333333333333335
shorts,George Hogg,Bottoms,Shorts,7.4,0.49333333333333335
peeling,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.8,0.49333333333333335
blusher,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,22.2,0.49333333333333329
football shoes,Nike,Shoes & Bags,Shoes,137.8,0.4925
training shoes,Nike,Shoes & Bags,Shoes,63.0,0.4925
running shoes,Asics,Shoes & Bags,Shoes,88.5,0.4925
lifestyle shoes,Nike,Shoes & Bags,Shoes,84.6,0.49200000000000005
basketball shoes,Nike,Shoes & Bags,Shoes,49.2,0.49200000000000005
running shoes,Nike,Shoes & Bags,Shoes,76.6,0.49200000000000005
hoodie,Columbia,Suits & Tops,Sweatshirts,24.6,0.49200000000000005
brow gel,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.3,0.49200000000000005
lip gloss,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.3,0.49200000000000005
face mask,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,45.4,0.49200000000000005
coat,Wrangler,Outerwear,Coats,47.7,0.49111111111111116
windbreaker,Puma,Outerwear,Coats,22.1,0.49111111111111116
sleeveless,Calvin Klein,Homewear & Underwear,Undershirts,13.5,0.49090909090909091
bikini,Aeropostale,Beachwear,Swimwear,4.9,0.49000000000000005
shorts,Dockers,Bottoms,Shorts,13.5,0.49000000000000005
jeans,Aeropostale,Bottoms,Trousers,14.5,0.49000000000000005
hiking shoes,Reebok,Shoes & Bags,Shoes,29.4,0.49000000000000005
sports bag,adidas,Shoes & Bags,Bags,20.4,0.49000000000000005
hand bag,Guess,Shoes & Bags,Bags,85.2,0.49000000000000005
backpack,Nautica,Shoes & Bags,Bags,27.4,0.49000000000000005
shoulder bag,Guess,Shoes & Bags,Bags,91.5,0.49000000000000005
cardigan,Calvin Klein,Suits & Tops,Jumpers,50.5,0.49000000000000005
sandals,Dockers,Shoes & Bags,Shoes,7.2,0.49000000000000005
mascara,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.7,0.49000000000000005
sneakers,adidas,Shoes & Bags,Shoes,9.8,0.49000000000000005
nail polish,Tom Ford,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.8,0.49000000000000005
shoulder bag,Nautica,Shoes & Bags,Bags,30.299999999999997,0.49
cross body bag,Nautica,Shoes & Bags,Bags,24.5,0.49
beach bag,Nautica,Beachwear,Beachwear Other,22.9,0.49
jumper,Calvin Klein,Suits & Tops,Jumpers,54.4,0.49
jacket,Calvin Klein,Outerwear,Jackets,82.8,0.49
lifestyle shoes,Guess,Shoes & Bags,Shoes,27.9,0.49
raincoat,Puma,Outerwear,Coats,29.4,0.49
postman bag,Guess,Shoes & Bags,Bags,63.3,0.48999999999999994
waist bag,Guess,Shoes & Bags,Bags,34.3,0.48999999999999994
backpack,Guess,Shoes & Bags,Bags,80.8,0.48969696969696969
laptop bag,Guess,Shoes & Bags,Bags,82.9,0.48967741935483877
jacket,Calvin Klein,Outerwear,Vests,41.6,0.48941176470588238
laptop bag,Nautica,Shoes & Bags,Bags,37.9,0.48923076923076919
florale edt 80 ml perfume,Prada,Cosmetics & Makeup & Selfcare,Perfume,15.899999999999999,0.48923076923076919
coat,Aeropostale,Shoes & Bags,Bags,31.799999999999997,0.48923076923076919
beanie,George Hogg,Accessories,Scarves & Winter Hats & Gloves,6.6,0.48888888888888893
brow gel,Estee Lauder,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,4.4,0.48888888888888893
outdoor boot,Keen,Shoes & Bags,Shoes,39.1,0.48875
boots,Guess,Shoes & Bags,Shoes,69.8,0.4885714285714286
loafer,George Hogg,Shoes & Bags,Shoes,20.5,0.4885714285714286
serum,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,81.4,0.48833333333333334
vest,National Geographic,Outerwear,Vests,38.2,0.488
postman bag,Nautica,Shoes & Bags,Bags,25.6,0.488
makeup set,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,12.2,0.488
thermos flask,Zwilling,Home & Decoration,Termos & Bottles,14.6,0.488
trousers,Skechers,Bottoms,Trousers,25.4,0.488
hooded vest,National Geographic,Outerwear,Vests,12.2,0.488
swim shorts,Helly Hansen,Beachwear,Swimwear,12.899999999999999,0.488
peeling,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,80.5,0.48787878787878786
denim jacket,Lee Cooper,Outerwear,Vests,31.700000000000003,0.48769230769230776
shorts,Nike,Bottoms,Shorts,23.4,0.48750000000000004
sandals,Nike,Shoes & Bags,Shoes,27.700000000000003,0.48750000000000004
jeans,Levis,Bottoms,Trousers,41.6,0.48750000000000004
leggings,National Geographic,Bottoms,Joggers & Leggings,9.2,0.48750000000000004
hat,Reebok,Accessories,Headwear,4.7,0.48750000000000004
swimsuit,Aeropostale,Beachwear,Swimwear,8.9,0.48750000000000004
leggings,Pierre Cardin,Bottoms,Joggers & Leggings,6.8000000000000007,0.48750000000000004
concealer,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,19.5,0.4875
hand cream,Clarins,Cosmetics & Makeup & Selfcare,Selfcare,19.5,0.4875
sneakers,George Hogg,Shoes & Bags,Shoes,26.8,0.4872727272727273
wallet,Armani Exchange,Accessories,Wallets & Sleeves,68.2,0.48714285714285716
coat,Armani Exchange,Outerwear,Coats,172.9,0.48711864406779659
backpack,Nike,Shoes & Bags,Bags,21.0,0.48666666666666664
outdoor shoes,Nike,Shoes & Bags,Shoes,23.4,0.48666666666666664
shorts,Nautica,Bottoms,Shorts,12.0,0.48666666666666664
training shoes,Reebok,Shoes & Bags,Shoes,42.2,0.48666666666666664
puffer vest,Lee Cooper,Outerwear,Vests,29.2,0.48666666666666664
eye pencil,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,7.3,0.48666666666666664
baby shoes,adidas,Shoes & Bags,Shoes,21.6,0.48666666666666664
blouse,Lee Cooper,Suits & Tops,T-shirts,7.3,0.48666666666666664
jacket,Dockers,Outerwear,Jackets,21.3,0.48666666666666664
hooded jacket,Reebok,Outerwear,Jackets,20.3,0.48666666666666664
boots,Nike,Shoes & Bags,Shoes,58.599999999999994,0.48666666666666664
swimsuit,Benetton,Beachwear,Swimwear,7.3,0.48666666666666664
bronzer,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.6,0.48666666666666664
running shoes,Reebok,Shoes & Bags,Shoes,41.4,0.486
hiking shoes,Dockers,Shoes & Bags,Shoes,3.8,0.48571428571428571
tank top,Hummel,Homewear & Underwear,Undershirts,4.7,0.48571428571428571
lifestyle shoes,Reebok,Shoes & Bags,Shoes,33.9,0.48571428571428571
waist bag,Gap,Shoes & Bags,Bags,20.1,0.48571428571428571
beanie,Reebok,Accessories,Scarves & Winter Hats & Gloves,6.6999999999999993,0.48571428571428571
lip pencil,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,3.4,0.48571428571428571
pot,Smeg,Home & Decoration,Home & Decoration,104.30000000000001,0.4855
kettle,Smeg,Home & Decoration,Home & Decoration,136.2,0.48545454545454542
dress shoes,Timberland,Shoes & Bags,Shoes,26.7,0.48545454545454542
eye cream,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,53.4,0.48545454545454542
outdoor boots,Timberland,Shoes & Bags,Shoes,79.8,0.48533333333333334
coffee machine,Smeg,Home & Decoration,Home & Decoration,463.5,0.48524590163934428
coat,Reebok,Outerwear,Jackets,29.1,0.48500000000000004
eyeliner,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,10.6,0.485
leggings,Kappa,Bottoms,Joggers & Leggings,9.7,0.485
lifestyle shoes,Asics,Shoes & Bags,Shoes,45.9,0.48444444444444446
tennis shoes,Asics,Shoes & Bags,Shoes,56.0,0.48444444444444446
lip balm,Guerlain,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,21.8,0.48444444444444446
sneakers,The North Face,Shoes & Bags,Shoes,46.0,0.48421052631578948
outdoor shoes,Asics,Shoes & Bags,Shoes,12.1,0.484
shorts,Asics,Bottoms,Shorts,12.1,0.484
trousers,Aeropostale,Bottoms,Trousers,13.100000000000001,0.484
training shoes,New Balance,Shoes & Bags,Shoes,48.4,0.484
outdoor boot,The North Face,Shoes & Bags,Shoes,63.3,0.48384615384615387
vest,Hummel,Outerwear,Vests,26.6,0.48363636363636364
slippers,Nike,Shoes & Bags,Flipflops & Slippers,13.5,0.48333333333333334
trousers,Levis,Bottoms,Trousers,26.299999999999997,0.48333333333333334
makeup set,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,26.5,0.48333333333333334
toner,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.5,0.48333333333333334
voleyball shoes,Asics,Shoes & Bags,Shoes,31.299999999999997,0.48333333333333334
card sleeve,U.S. Polo Assn.,Accessories,Wallets & Sleeves,4.7,0.48333333333333334
boot,Nike,Shoes & Bags,Shoes,60.400000000000006,0.4832
tennis shoes,Nike,Shoes & Bags,Shoes,55.099999999999994,0.48285714285714282
scarf,The North Face,Accessories,Scarves & Winter Hats & Gloves,16.9,0.48285714285714282
raincoat,Asics,Outerwear,Coats,33.8,0.48285714285714282
helmet,Quiksilver,Accessories,Sports Equipment,37.7,0.48266666666666669
bikini,Desigual,Beachwear,Swimwear,28.0,0.48250000000000004
messenger bag,Versace Jeans,Shoes & Bags,Bags,91.6,0.4821052631578947
vest,Columbia,Outerwear,Vests,60.3,0.48200000000000004
men outdoor,Keen,Shoes & Bags,Bags,24.1,0.48200000000000004
sports bag,Helly Hansen,Shoes & Bags,Bags,26.5,0.48181818181818181
facial cleanser,Dior,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,26.5,0.48181818181818181
boot,Aeropostale,Shoes & Bags,Shoes,28.1,0.48181818181818181
snow bootss,Guess,Shoes & Bags,Shoes,55.4,0.48173913043478261
raincoat,Salomon,Outerwear,Coats,57.8,0.48166666666666663
heeled boots,Guess,Shoes & Bags,Shoes,41.1,0.48117647058823526
wallet,Divarese,Accessories,Wallets & Sleeves,13.3,0.48000000000000004
dress,U.S. Polo Assn.,Suits & Tops,Dresses & Jumpsuits,31.200000000000003,0.48000000000000004
swim shorts,Levis,Beachwear,Swimwear,7.2,0.48000000000000004
briefcase,Fossil,Shoes & Bags,Bags,13.3,0.48000000000000004
backpack,Fossil,Shoes & Bags,Bags,17.8,0.48000000000000004
shorts,Reebok,Bottoms,Shorts,16.7,0.48000000000000004
hooded jumper,Levis,Suits & Tops,Jumpers,7.2,0.48000000000000004
coat,Lee,Outerwear,Coats,44.6,0.48000000000000004
capri pants,adidas,Bottoms,Shorts,14.4,0.48000000000000004
foundation,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,34.8,0.48000000000000004
moisturiser,La Mer,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,80.2,0.48000000000000004
poncho,U.S. Polo Assn.,Outerwear,Coats,7.2,0.48000000000000004
hand bag,adidas,Shoes & Bags,Bags,7.2,0.48000000000000004
concealer,Tom Ford,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,14.4,0.48000000000000004
classic shoes,George Hogg,Shoes & Bags,Shoes,31.200000000000003,0.48000000000000004
postman bag,Fossil,Shoes & Bags,Bags,12.8,0.48
jumper,U.S. Polo Assn.,Suits & Tops,Jumpers,23.6,0.48
belt,Lee Cooper,Accessories,Belts,11.9,0.48
shoulder bag,Fossil,Shoes & Bags,Bags,16.7,0.48
skirt,adidas,Bottoms,Skirts,17.9,0.48
backpack,Reebok,Shoes & Bags,Bags,9.4,0.48
flipflops,Nike,Shoes & Bags,Flipflops & Slippers,9.5,0.48
clutch,Nautica,Shoes & Bags,Bags,11.6,0.48
duffle bag,Nautica,Shoes & Bags,Bags,38.2,0.48
makeup premier,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,15.600000000000001,0.48
bag accessories,Nautica,Shoes & Bags,Bags,12.0,0.48
shorts,Guess,Bottoms,Shorts,27.1,0.48
coat,Lee,Outerwear,Vests,24.0,0.48
body lotion,La Mer,Cosmetics & Makeup & Selfcare,Selfcare,48.0,0.48
gloves,Levis,Accessories,Scarves & Winter Hats & Gloves,11.9,0.48
gloves,Aeropostale,Accessories,Scarves & Winter Hats & Gloves,2.7,0.48
sunscreen,La Mer,Cosmetics & Makeup & Selfcare,Selfcare,38.4,0.48
pyjama shorts,Pierre Cardin,Homewear & Underwear,Pyjamas,2.4,0.48
blouse,National Geographic,Suits & Tops,T-shirts,4.8,0.48
eyeliner,Tom Ford,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.6,0.48
lip balm,Yves Saint Laurent,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,9.6,0.48
dress,Pierre Cardin,Suits & Tops,Suits,69.0,0.47866666666666663
jacket,Kappa,Outerwear,Jackets,44.6,0.47833333333333333
eye cream,Clarins,Cosmetics & Makeup & Selfcare,Cosmetics & Makeup,23.9,0.478
outdoor shoes,Reebok,Shoes & Bags,Shoes,25.6,0.4777777777777778
puffer coat,Pierre Cardin,Outerwear,Coats,43.0,0.4777777777777778
duffle bag,Nike,Shoes & Bags,Bags,18.7,0.47777777777777775
beanie,Under Armour,Accessories,Scarves & Winter Hats & Gloves,13.899999999999999,0.47777777777777775
puffer vest,Pierre Cardin,Outerwear,Vests,38.2,0.47750000000000004
toaster,Smeg,Home & Decoration,Home & Decoration,163.5,0.47724137931034483
mixer,Smeg,Home & Decoration,Home & Decoration,467.6,0.47714285714285715
hand bag,Aeropostale,Shoes & Bags,Bags,7.1,0.47692307692307695
basketball shoes,Reebok,Shoes & Bags,Shoes,31.0,0.47692307692307695
